Metric,Category,Company,Quarter,Value,Quarter_Order,FY,Q
GNPA,PRIVATE BANK,KOTAKBANK,Q3-FY25,0.015,2,FY25,Q3
GNPA,PRIVATE BANK,KOTAKBANK,Q4-FY25,0.0142,3,FY25,Q4
GNPA,PRIVATE BANK,KOTAKBANK,Q1-FY26,0.0148,4,FY26,Q1
GNPA,PRIVATE BANK,KOTAKBANK,Q2-FY26,0.0139,5,FY26,Q2
GNPA,PRIVATE BANK,KOTAKBANK,Q3-FY26,0.013,6,FY26,Q3
Leverage,PRIVATE BANK,KOTAKBANK,Q1-FY25,4.49811320754717,0,FY25,Q1
Leverage,PRIVATE BANK,KOTAKBANK,Q2-FY25,,1,FY25,Q2
Leverage,PRIVATE BANK,KOTAKBANK,Q3-FY25,,2,FY25,Q3
Leverage,PRIVATE BANK,KOTAKBANK,Q4-FY25,4.67897435897436,3,FY25,Q4
Leverage,PRIVATE BANK,KOTAKBANK,Q1-FY26,4.327390599675851,4,FY26,Q1
Leverage,PRIVATE BANK,KOTAKBANK,Q2-FY26,,5,FY26,Q2
Leverage,PRIVATE BANK,KOTAKBANK,Q3-FY26,,6,FY26,Q3
NII,PRIVATE BANK,KOTAKBANK,Q1-FY25,6840.0,0,FY25,Q1
NII,PRIVATE BANK,KOTAKBANK,Q2-FY25,7020.0,1,FY25,Q2
NII,PRIVATE BANK,KOTAKBANK,Q3-FY25,7196.0,2,FY25,Q3
NII,PRIVATE BANK,KOTAKBANK,Q4-FY25,7280.0,3,FY25,Q4
NII,PRIVATE BANK,KOTAKBANK,Q1-FY26,7260.0,4,FY26,Q1
NII,PRIVATE BANK,KOTAKBANK,Q2-FY26,7311.0,5,FY26,Q2
NII,PRIVATE BANK,KOTAKBANK,Q3-FY26,7565.0,6,FY26,Q3
NIMs,PRIVATE BANK,KOTAKBANK,Q1-FY25,0.0502,0,FY25,Q1
NIMs,PRIVATE BANK,KOTAKBANK,Q2-FY25,0.0491,1,FY25,Q2
NIMs,PRIVATE BANK,KOTAKBANK,Q3-FY25,0.0493,2,FY25,Q3
NIMs,PRIVATE BANK,KOTAKBANK,Q4-FY25,0.0497,3,FY25,Q4
NIMs,PRIVATE BANK,KOTAKBANK,Q1-FY26,0.0465,4,FY26,Q1
NIMs,PRIVATE BANK,KOTAKBANK,Q2-FY26,0.0454,5,FY26,Q2
NIMs,PRIVATE BANK,KOTAKBANK,Q3-FY26,0.0454,6,FY26,Q3
NNPA,PRIVATE BANK,KOTAKBANK,Q1-FY25,0.0035,0,FY25,Q1
NNPA,PRIVATE BANK,KOTAKBANK,Q2-FY25,0.004,1,FY25,Q2
NNPA,PRIVATE BANK,KOTAKBANK,Q3-FY25,0.004,2,FY25,Q3
NNPA,PRIVATE BANK,KOTAKBANK,Q4-FY25,0.0031,3,FY25,Q4
NNPA,PRIVATE BANK,KOTAKBANK,Q1-FY26,0.0034,4,FY26,Q1
NNPA,PRIVATE BANK,KOTAKBANK,Q2-FY26,0.003,5,FY26,Q2
NNPA,PRIVATE BANK,KOTAKBANK,Q3-FY26,0.0031,6,FY26,Q3
Opex to AUM,PRIVATE BANK,KOTAKBANK,Q1-FY25,,0,FY25,Q1
Opex to AUM,PRIVATE BANK,KOTAKBANK,Q2-FY25,,1,FY25,Q2
Opex to AUM,PRIVATE BANK,KOTAKBANK,Q3-FY25,0.0295,2,FY25,Q3
Opex to AUM,PRIVATE BANK,KOTAKBANK,Q4-FY25,,3,FY25,Q4
Opex to AUM,PRIVATE BANK,KOTAKBANK,Q1-FY26,,4,FY26,Q1
Opex to AUM,PRIVATE BANK,KOTAKBANK,Q2-FY26,0.0267,5,FY26,Q2
Opex to AUM,PRIVATE BANK,KOTAKBANK,Q3-FY26,0.0276,6,FY26,Q3
Other Income,PRIVATE BANK,KOTAKBANK,Q1-FY25,2930.0,0,FY25,Q1
Other Income,PRIVATE BANK,KOTAKBANK,Q2-FY25,2684.0,1,FY25,Q2
Other Income,PRIVATE BANK,KOTAKBANK,Q3-FY25,2623.0,2,FY25,Q3
Other Income,PRIVATE BANK,KOTAKBANK,Q4-FY25,3180.0,3,FY25,Q4
Other Income,PRIVATE BANK,KOTAKBANK,Q1-FY26,3080.0,4,FY26,Q1
Other Income,PRIVATE BANK,KOTAKBANK,Q2-FY26,2589.0,5,FY26,Q2
Other Income,PRIVATE BANK,KOTAKBANK,Q3-FY26,2838.0,6,FY26,Q3
PAT (INR Crs),PRIVATE BANK,KOTAKBANK,Q1-FY25,3520.0,0,FY25,Q1
PAT (INR Crs),PRIVATE BANK,KOTAKBANK,Q2-FY25,3344.0,1,FY25,Q2
PAT (INR Crs),PRIVATE BANK,KOTAKBANK,Q3-FY25,3305.0,2,FY25,Q3
PAT (INR Crs),PRIVATE BANK,KOTAKBANK,Q4-FY25,3552.0,3,FY25,Q4
PAT (INR Crs),PRIVATE BANK,KOTAKBANK,Q1-FY26,3282.0,4,FY26,Q1
PAT (INR Crs),PRIVATE BANK,KOTAKBANK,Q2-FY26,3253.0,5,FY26,Q2
PAT (INR Crs),PRIVATE BANK,KOTAKBANK,Q3-FY26,3446.0,6,FY26,Q3
PCR,PRIVATE BANK,KOTAKBANK,Q1-FY25,0.75,0,FY25,Q1
PCR,PRIVATE BANK,KOTAKBANK,Q2-FY25,0.714,1,FY25,Q2
PCR,PRIVATE BANK,KOTAKBANK,Q3-FY25,0.732,2,FY25,Q3
PCR,PRIVATE BANK,KOTAKBANK,Q4-FY25,0.78,3,FY25,Q4
PCR,PRIVATE BANK,KOTAKBANK,Q1-FY26,0.77,4,FY26,Q1
PCR,PRIVATE BANK,KOTAKBANK,Q2-FY26,0.77,5,FY26,Q2
PCR,PRIVATE BANK,KOTAKBANK,Q3-FY26,0.76,6,FY26,Q3
RoA,PRIVATE BANK,KOTAKBANK,Q1-FY25,0.024,0,FY25,Q1
RoA,PRIVATE BANK,KOTAKBANK,Q2-FY25,0.026,1,FY25,Q2
RoA,PRIVATE BANK,KOTAKBANK,Q3-FY25,0.021,2,FY25,Q3
RoA,PRIVATE BANK,KOTAKBANK,Q4-FY25,0.028,3,FY25,Q4
RoA,PRIVATE BANK,KOTAKBANK,Q1-FY26,0.024,4,FY26,Q1
RoA,PRIVATE BANK,KOTAKBANK,Q2-FY26,0.021,5,FY26,Q2
RoA,PRIVATE BANK,KOTAKBANK,Q3-FY26,0.0189,6,FY26,Q3
RoE,PRIVATE BANK,KOTAKBANK,Q1-FY25,0.1391,0,FY25,Q1
RoE,PRIVATE BANK,KOTAKBANK,Q2-FY25,0.1223,1,FY25,Q2
RoE,PRIVATE BANK,KOTAKBANK,Q3-FY25,0.1219,2,FY25,Q3
RoE,PRIVATE BANK,KOTAKBANK,Q4-FY25,0.1242,3,FY25,Q4
RoE,PRIVATE BANK,KOTAKBANK,Q1-FY26,0.1094,4,FY26,Q1
RoE,PRIVATE BANK,KOTAKBANK,Q2-FY26,0.1038,5,FY26,Q2
RoE,PRIVATE BANK,KOTAKBANK,Q3-FY26,0.1068,6,FY26,Q3
Yields,PRIVATE BANK,KOTAKBANK,Q1-FY25,0.109,0,FY25,Q1
Yields,PRIVATE BANK,KOTAKBANK,Q2-FY25,0.108,1,FY25,Q2
Yields,PRIVATE BANK,KOTAKBANK,Q3-FY25,0.107,2,FY25,Q3
Yields,PRIVATE BANK,KOTAKBANK,Q4-FY25,0.104,3,FY25,Q4
Yields,PRIVATE BANK,KOTAKBANK,Q1-FY26,0.102,4,FY26,Q1
Yields,PRIVATE BANK,KOTAKBANK,Q2-FY26,0.098,5,FY26,Q2
Yields,PRIVATE BANK,KOTAKBANK,Q3-FY26,,6,FY26,Q3
Advances (INR Crs),PSU BANK,PNB,Q1-FY25,983997.0,0,FY25,Q1
Advances (INR Crs),PSU BANK,PNB,Q2-FY25,1061900.0,1,FY25,Q2
Advances (INR Crs),PSU BANK,PNB,Q3-FY25,1110292.0,2,FY25,Q3
Advances (INR Crs),PSU BANK,PNB,Q4-FY25,1077474.0,3,FY25,Q4
Advances (INR Crs),PSU BANK,PNB,Q1-FY26,1091980.0,4,FY26,Q1
Advances (INR Crs),PSU BANK,PNB,Q2-FY26,1170800.0,5,FY26,Q2
Advances (INR Crs),PSU BANK,PNB,Q3-FY26,1231328.0,6,FY26,Q3
CAR,PSU BANK,PNB,Q1-FY25,0.1579,0,FY25,Q1
CAR,PSU BANK,PNB,Q2-FY25,0.1636,1,FY25,Q2
CAR,PSU BANK,PNB,Q3-FY25,0.1541,2,FY25,Q3
CAR,PSU BANK,PNB,Q4-FY25,0.1701,3,FY25,Q4
CAR,PSU BANK,PNB,Q1-FY26,0.175,4,FY26,Q1
CAR,PSU BANK,PNB,Q2-FY26,0.1719,5,FY26,Q2
CAR,PSU BANK,PNB,Q3-FY26,0.1677,6,FY26,Q3
CASA,PSU BANK,PNB,Q1-FY25,0.4008,0,FY25,Q1
CASA,PSU BANK,PNB,Q2-FY25,0.3931,1,FY25,Q2
CASA,PSU BANK,PNB,Q3-FY25,0.3812,2,FY25,Q3
CASA,PSU BANK,PNB,Q4-FY25,0.3795,3,FY25,Q4
CASA,PSU BANK,PNB,Q1-FY26,0.3699,4,FY26,Q1
CASA,PSU BANK,PNB,Q2-FY26,0.373,5,FY26,Q2
CASA,PSU BANK,PNB,Q3-FY26,0.371,6,FY26,Q3
CoFs,PSU BANK,PNB,Q1-FY25,0.0454,0,FY25,Q1
CoFs,PSU BANK,PNB,Q2-FY25,0.0457,1,FY25,Q2
CoFs,PSU BANK,PNB,Q3-FY25,0.0463,2,FY25,Q3
CoFs,PSU BANK,PNB,Q4-FY25,0.0476,3,FY25,Q4
CoFs,PSU BANK,PNB,Q1-FY26,0.047,4,FY26,Q1
CoFs,PSU BANK,PNB,Q2-FY26,0.0458,5,FY26,Q2
CoFs,PSU BANK,PNB,Q3-FY26,0.045,6,FY26,Q3
Cost to Income,PSU BANK,PNB,Q1-FY25,0.5328,0,FY25,Q1
Cost to Income,PSU BANK,PNB,Q2-FY25,0.5458,1,FY25,Q2
Cost to Income,PSU BANK,PNB,Q3-FY25,0.5416,2,FY25,Q3
Cost to Income,PSU BANK,PNB,Q4-FY25,0.5621,3,FY25,Q4
Cost to Income,PSU BANK,PNB,Q1-FY26,0.5531,4,FY26,Q1
Cost to Income,PSU BANK,PNB,Q2-FY26,0.5102,5,FY26,Q2
Cost to Income,PSU BANK,PNB,Q3-FY26,0.5191,6,FY26,Q3
Credit Cost,PSU BANK,PNB,Q1-FY25,0.0032,0,FY25,Q1
Credit Cost,PSU BANK,PNB,Q2-FY25,0.0008,1,FY25,Q2
Credit Cost,PSU BANK,PNB,Q3-FY25,0.0012,2,FY25,Q3
Credit Cost,PSU BANK,PNB,Q4-FY25,0.0021,3,FY25,Q4
Credit Cost,PSU BANK,PNB,Q1-FY26,0.0014,4,FY26,Q1
Credit Cost,PSU BANK,PNB,Q2-FY26,0.0,5,FY26,Q2
Credit Cost,PSU BANK,PNB,Q3-FY26,0.0046,6,FY26,Q3
Deposits (INR Crs),PSU BANK,PNB,Q1-FY25,1408247.0,0,FY25,Q1
Deposits (INR Crs),PSU BANK,PNB,Q2-FY25,1458300.0,1,FY25,Q2
Deposits (INR Crs),PSU BANK,PNB,Q3-FY25,1529699.0,2,FY25,Q3
Deposits (INR Crs),PSU BANK,PNB,Q4-FY25,1566623.28,3,FY25,Q4
Deposits (INR Crs),PSU BANK,PNB,Q1-FY26,1589378.55,4,FY26,Q1
Deposits (INR Crs),PSU BANK,PNB,Q2-FY26,1617000.0,5,FY26,Q2
Deposits (INR Crs),PSU BANK,PNB,Q3-FY26,1660290.0,6,FY26,Q3
GNPA,PSU BANK,PNB,Q1-FY25,0.0498,0,FY25,Q1
GNPA,PSU BANK,PNB,Q2-FY25,0.0448,1,FY25,Q2
GNPA,PSU BANK,PNB,Q3-FY25,0.0409,2,FY25,Q3
GNPA,PSU BANK,PNB,Q4-FY25,0.0395,3,FY25,Q4
GNPA,PSU BANK,PNB,Q1-FY26,0.0378,4,FY26,Q1
GNPA,PSU BANK,PNB,Q2-FY26,0.0345,5,FY26,Q2
GNPA,PSU BANK,PNB,Q3-FY26,0.0319,6,FY26,Q3
Leverage,PSU BANK,PNB,Q1-FY25,13.047316917662451,0,FY25,Q1
Leverage,PSU BANK,PNB,Q2-FY25,,1,FY25,Q2
Leverage,PSU BANK,PNB,Q3-FY25,12.741076397169886,2,FY25,Q3
Leverage,PSU BANK,PNB,Q4-FY25,12.958365963508957,3,FY25,Q4
Leverage,PSU BANK,PNB,Q1-FY26,12.583935134315915,4,FY26,Q1
Leverage,PSU BANK,PNB,Q2-FY26,12.531114220487517,5,FY26,Q2
Leverage,PSU BANK,PNB,Q3-FY26,12.32394366197183,6,FY26,Q3
NII,PSU BANK,PNB,Q1-FY25,10476.0,0,FY25,Q1
NII,PSU BANK,PNB,Q2-FY25,10517.0,1,FY25,Q2
NII,PSU BANK,PNB,Q3-FY25,11032.0,2,FY25,Q3
NII,PSU BANK,PNB,Q4-FY25,10757.0,3,FY25,Q4
NII,PSU BANK,PNB,Q1-FY26,10578.0,4,FY26,Q1
NII,PSU BANK,PNB,Q2-FY26,10469.0,5,FY26,Q2
NII,PSU BANK,PNB,Q3-FY26,10533.0,6,FY26,Q3
NIMs,PSU BANK,PNB,Q1-FY25,0.0307,0,FY25,Q1
NIMs,PSU BANK,PNB,Q2-FY25,0.0292,1,FY25,Q2
NIMs,PSU BANK,PNB,Q3-FY25,0.0292,2,FY25,Q3
NIMs,PSU BANK,PNB,Q4-FY25,0.0281,3,FY25,Q4
NIMs,PSU BANK,PNB,Q1-FY26,0.027,4,FY26,Q1
NIMs,PSU BANK,PNB,Q2-FY26,0.026,5,FY26,Q2
NIMs,PSU BANK,PNB,Q3-FY26,0.0252,6,FY26,Q3
NNPA,PSU BANK,PNB,Q1-FY25,0.006,0,FY25,Q1
NNPA,PSU BANK,PNB,Q2-FY25,0.0046,1,FY25,Q2
NNPA,PSU BANK,PNB,Q3-FY25,0.0041,2,FY25,Q3
NNPA,PSU BANK,PNB,Q4-FY25,0.004,3,FY25,Q4
NNPA,PSU BANK,PNB,Q1-FY26,0.0038,4,FY26,Q1
NNPA,PSU BANK,PNB,Q2-FY26,0.0036,5,FY26,Q2
NNPA,PSU BANK,PNB,Q3-FY26,0.0032,6,FY26,Q3
Opex to AUM,PSU BANK,PNB,Q1-FY25,,0,FY25,Q1
Opex to AUM,PSU BANK,PNB,Q2-FY25,,1,FY25,Q2
Opex to AUM,PSU BANK,PNB,Q3-FY25,0.018,2,FY25,Q3
Opex to AUM,PSU BANK,PNB,Q4-FY25,0.019,3,FY25,Q4
Opex to AUM,PSU BANK,PNB,Q1-FY26,0.019,4,FY26,Q1
Opex to AUM,PSU BANK,PNB,Q2-FY26,0.016,5,FY26,Q2
Opex to AUM,PSU BANK,PNB,Q3-FY26,0.017,6,FY26,Q3
Other Income,PSU BANK,PNB,Q1-FY25,3609.52,0,FY25,Q1
Other Income,PSU BANK,PNB,Q2-FY25,4572.0,1,FY25,Q2
Other Income,PSU BANK,PNB,Q3-FY25,3412.0,2,FY25,Q3
Other Income,PSU BANK,PNB,Q4-FY25,4716.0,3,FY25,Q4
Other Income,PSU BANK,PNB,Q1-FY26,5267.82,4,FY26,Q1
Other Income,PSU BANK,PNB,Q2-FY26,4342.0,5,FY26,Q2
Other Income,PSU BANK,PNB,Q3-FY26,5022.0,6,FY26,Q3
PAT (INR Crs),PSU BANK,PNB,Q1-FY25,3251.53,0,FY25,Q1
PAT (INR Crs),PSU BANK,PNB,Q2-FY25,4303.0,1,FY25,Q2
PAT (INR Crs),PSU BANK,PNB,Q3-FY25,4508.0,2,FY25,Q3
PAT (INR Crs),PSU BANK,PNB,Q4-FY25,4567.0,3,FY25,Q4
PAT (INR Crs),PSU BANK,PNB,Q1-FY26,1675.0,4,FY26,Q1
PAT (INR Crs),PSU BANK,PNB,Q2-FY26,4904.0,5,FY26,Q2
PAT (INR Crs),PSU BANK,PNB,Q3-FY26,5100.0,6,FY26,Q3
PCR,PSU BANK,PNB,Q1-FY25,0.959,0,FY25,Q1
PCR,PSU BANK,PNB,Q2-FY25,0.9667,1,FY25,Q2
PCR,PSU BANK,PNB,Q3-FY25,0.9677,2,FY25,Q3
PCR,PSU BANK,PNB,Q4-FY25,0.9682,3,FY25,Q4
PCR,PSU BANK,PNB,Q1-FY26,0.9688,4,FY26,Q1
PCR,PSU BANK,PNB,Q2-FY26,0.9691,5,FY26,Q2
PCR,PSU BANK,PNB,Q3-FY26,0.9699,6,FY26,Q3
RoA,PSU BANK,PNB,Q1-FY25,0.0082,0,FY25,Q1
RoA,PSU BANK,PNB,Q2-FY25,0.0102,1,FY25,Q2
RoA,PSU BANK,PNB,Q3-FY25,0.0103,2,FY25,Q3
RoA,PSU BANK,PNB,Q4-FY25,0.0102,3,FY25,Q4
RoA,PSU BANK,PNB,Q1-FY26,0.0037,4,FY26,Q1
RoA,PSU BANK,PNB,Q2-FY26,0.0105,5,FY26,Q2
RoA,PSU BANK,PNB,Q3-FY26,0.0106,6,FY26,Q3
RoE,PSU BANK,PNB,Q1-FY25,0.1682,0,FY25,Q1
RoE,PSU BANK,PNB,Q2-FY25,0.1991,1,FY25,Q2
RoE,PSU BANK,PNB,Q3-FY25,0.1922,2,FY25,Q3
RoE,PSU BANK,PNB,Q4-FY25,0.1923,3,FY25,Q4
RoE,PSU BANK,PNB,Q1-FY26,0.0659,4,FY26,Q1
RoE,PSU BANK,PNB,Q2-FY26,0.1795,5,FY26,Q2
RoE,PSU BANK,PNB,Q3-FY26,0.178,6,FY26,Q3
Yields,PSU BANK,PNB,Q1-FY25,0.0833,0,FY25,Q1
Yields,PSU BANK,PNB,Q2-FY25,0.0831,1,FY25,Q2
Yields,PSU BANK,PNB,Q3-FY25,0.0838,2,FY25,Q3
Yields,PSU BANK,PNB,Q4-FY25,0.0836,3,FY25,Q4
Yields,PSU BANK,PNB,Q1-FY26,0.0814,4,FY26,Q1
Yields,PSU BANK,PNB,Q2-FY26,0.079,5,FY26,Q2
Yields,PSU BANK,PNB,Q3-FY26,0.0769,6,FY26,Q3
Advances (INR Crs),PSU BANK,SBIN,Q1-FY25,3812087.0,0,FY25,Q1
Advances (INR Crs),PSU BANK,SBIN,Q2-FY25,3920719.0,1,FY25,Q2
Advances (INR Crs),PSU BANK,SBIN,Q3-FY25,4067752.0,2,FY25,Q3
Advances (INR Crs),PSU BANK,SBIN,Q4-FY25,4220703.0,3,FY25,Q4
Advances (INR Crs),PSU BANK,SBIN,Q1-FY26,4254516.0,4,FY26,Q1
Advances (INR Crs),PSU BANK,SBIN,Q2-FY26,4419674.0,5,FY26,Q2
Advances (INR Crs),PSU BANK,SBIN,Q3-FY26,4683508.0,6,FY26,Q3
CAR,PSU BANK,SBIN,Q1-FY25,0.1386,0,FY25,Q1
CAR,PSU BANK,SBIN,Q2-FY25,0.1376,1,FY25,Q2
CAR,PSU BANK,SBIN,Q3-FY25,0.1303,2,FY25,Q3
CAR,PSU BANK,SBIN,Q4-FY25,0.1425,3,FY25,Q4
CAR,PSU BANK,SBIN,Q1-FY26,0.1463,4,FY26,Q1
CAR,PSU BANK,SBIN,Q2-FY26,0.1463,5,FY26,Q2
CAR,PSU BANK,SBIN,Q3-FY26,0.1404,6,FY26,Q3
CASA,PSU BANK,SBIN,Q1-FY25,,0,FY25,Q1
CASA,PSU BANK,SBIN,Q2-FY25,,1,FY25,Q2
CASA,PSU BANK,SBIN,Q3-FY25,,2,FY25,Q3
CASA,PSU BANK,SBIN,Q4-FY25,,3,FY25,Q4
CASA,PSU BANK,SBIN,Q1-FY26,,4,FY26,Q1
CASA,PSU BANK,SBIN,Q2-FY26,,5,FY26,Q2
CASA,PSU BANK,SBIN,Q3-FY26,,6,FY26,Q3
CoFs,PSU BANK,SBIN,Q1-FY25,0.05,0,FY25,Q1
CoFs,PSU BANK,SBIN,Q2-FY25,0.0503,1,FY25,Q2
CoFs,PSU BANK,SBIN,Q3-FY25,0.0507,2,FY25,Q3
CoFs,PSU BANK,SBIN,Q4-FY25,0.0511,3,FY25,Q4
CoFs,PSU BANK,SBIN,Q1-FY26,0.0521,4,FY26,Q1
CoFs,PSU BANK,SBIN,Q2-FY26,0.0513,5,FY26,Q2
CoFs,PSU BANK,SBIN,Q3-FY26,0.0507,6,FY26,Q3
Cost to Income,PSU BANK,SBIN,Q1-FY25,0.4942,0,FY25,Q1
Cost to Income,PSU BANK,SBIN,Q2-FY25,0.4851,1,FY25,Q2
Cost to Income,PSU BANK,SBIN,Q3-FY25,0.5513,2,FY25,Q3
Cost to Income,PSU BANK,SBIN,Q4-FY25,0.5329,3,FY25,Q4
Cost to Income,PSU BANK,SBIN,Q1-FY26,0.474,4,FY26,Q1
Cost to Income,PSU BANK,SBIN,Q2-FY26,0.4928,5,FY26,Q2
Cost to Income,PSU BANK,SBIN,Q3-FY26,0.4829,6,FY26,Q3
Credit Cost,PSU BANK,SBIN,Q1-FY25,0.0048,0,FY25,Q1
Credit Cost,PSU BANK,SBIN,Q2-FY25,0.0043,1,FY25,Q2
Credit Cost,PSU BANK,SBIN,Q3-FY25,0.0037,2,FY25,Q3
Credit Cost,PSU BANK,SBIN,Q4-FY25,0.0038,3,FY25,Q4
Credit Cost,PSU BANK,SBIN,Q1-FY26,0.0047,4,FY26,Q1
Credit Cost,PSU BANK,SBIN,Q2-FY26,0.0043,5,FY26,Q2
Credit Cost,PSU BANK,SBIN,Q3-FY26,0.0029,6,FY26,Q3
Deposits (INR Crs),PSU BANK,SBIN,Q1-FY25,4901726.0,0,FY25,Q1
Deposits (INR Crs),PSU BANK,SBIN,Q2-FY25,5117285.0,1,FY25,Q2
Deposits (INR Crs),PSU BANK,SBIN,Q3-FY25,5229384.0,2,FY25,Q3
Deposits (INR Crs),PSU BANK,SBIN,Q4-FY25,5382190.0,3,FY25,Q4
Deposits (INR Crs),PSU BANK,SBIN,Q1-FY26,5473254.0,4,FY26,Q1
Deposits (INR Crs),PSU BANK,SBIN,Q2-FY26,5591700.0,5,FY26,Q2
Deposits (INR Crs),PSU BANK,SBIN,Q3-FY26,5701309.0,6,FY26,Q3
GNPA,PSU BANK,SBIN,Q1-FY25,0.0221,0,FY25,Q1
GNPA,PSU BANK,SBIN,Q2-FY25,0.0213,1,FY25,Q2
GNPA,PSU BANK,SBIN,Q3-FY25,0.0207,2,FY25,Q3
GNPA,PSU BANK,SBIN,Q4-FY25,0.0182,3,FY25,Q4
GNPA,PSU BANK,SBIN,Q1-FY26,0.0183,4,FY26,Q1
GNPA,PSU BANK,SBIN,Q2-FY26,0.0173,5,FY26,Q2
GNPA,PSU BANK,SBIN,Q3-FY26,0.0157,6,FY26,Q3
Leverage,PSU BANK,SBIN,Q1-FY25,,0,FY25,Q1
Leverage,PSU BANK,SBIN,Q2-FY25,,1,FY25,Q2
Leverage,PSU BANK,SBIN,Q3-FY25,,2,FY25,Q3
Leverage,PSU BANK,SBIN,Q4-FY25,,3,FY25,Q4
Leverage,PSU BANK,SBIN,Q1-FY26,,4,FY26,Q1
Leverage,PSU BANK,SBIN,Q2-FY26,,5,FY26,Q2
Leverage,PSU BANK,SBIN,Q3-FY26,,6,FY26,Q3
NII,PSU BANK,SBIN,Q1-FY25,41125.0,0,FY25,Q1
NII,PSU BANK,SBIN,Q2-FY25,41620.0,1,FY25,Q2
NII,PSU BANK,SBIN,Q3-FY25,41446.0,2,FY25,Q3
NII,PSU BANK,SBIN,Q4-FY25,42775.0,3,FY25,Q4
NII,PSU BANK,SBIN,Q1-FY26,41071.0,4,FY26,Q1
NII,PSU BANK,SBIN,Q2-FY26,42984.0,5,FY26,Q2
NII,PSU BANK,SBIN,Q3-FY26,45190.0,6,FY26,Q3
NIMs,PSU BANK,SBIN,Q1-FY25,0.0335,0,FY25,Q1
NIMs,PSU BANK,SBIN,Q2-FY25,0.0331,1,FY25,Q2
NIMs,PSU BANK,SBIN,Q3-FY25,0.0325,2,FY25,Q3
NIMs,PSU BANK,SBIN,Q4-FY25,0.0322,3,FY25,Q4
NIMs,PSU BANK,SBIN,Q1-FY26,0.0302,4,FY26,Q1
NIMs,PSU BANK,SBIN,Q2-FY26,0.0305,5,FY26,Q2
NIMs,PSU BANK,SBIN,Q3-FY26,0.0299,6,FY26,Q3
NNPA,PSU BANK,SBIN,Q1-FY25,0.0057,0,FY25,Q1
NNPA,PSU BANK,SBIN,Q2-FY25,0.0053,1,FY25,Q2
NNPA,PSU BANK,SBIN,Q3-FY25,0.0053,2,FY25,Q3
NNPA,PSU BANK,SBIN,Q4-FY25,0.0047,3,FY25,Q4
NNPA,PSU BANK,SBIN,Q1-FY26,0.0047,4,FY26,Q1
NNPA,PSU BANK,SBIN,Q2-FY26,0.0042,5,FY26,Q2
NNPA,PSU BANK,SBIN,Q3-FY26,0.0039,6,FY26,Q3
Opex to AUM,PSU BANK,SBIN,Q1-FY25,0.0167,0,FY25,Q1
Opex to AUM,PSU BANK,SBIN,Q2-FY25,0.0176,1,FY25,Q2
Opex to AUM,PSU BANK,SBIN,Q3-FY25,0.0179,2,FY25,Q3
Opex to AUM,PSU BANK,SBIN,Q4-FY25,0.0215,3,FY25,Q4
Opex to AUM,PSU BANK,SBIN,Q1-FY26,0.0166,4,FY26,Q1
Opex to AUM,PSU BANK,SBIN,Q2-FY26,0.018,5,FY26,Q2
Opex to AUM,PSU BANK,SBIN,Q3-FY26,0.018,6,FY26,Q3
Other Income,PSU BANK,SBIN,Q1-FY25,11162.0,0,FY25,Q1
Other Income,PSU BANK,SBIN,Q2-FY25,15271.0,1,FY25,Q2
Other Income,PSU BANK,SBIN,Q3-FY25,11041.0,2,FY25,Q3
Other Income,PSU BANK,SBIN,Q4-FY25,24210.0,3,FY25,Q4
Other Income,PSU BANK,SBIN,Q1-FY26,17346.0,4,FY26,Q1
Other Income,PSU BANK,SBIN,Q2-FY26,19919.0,5,FY26,Q2
Other Income,PSU BANK,SBIN,Q3-FY26,18359.0,6,FY26,Q3
PAT (INR Crs),PSU BANK,SBIN,Q1-FY25,17035.0,0,FY25,Q1
PAT (INR Crs),PSU BANK,SBIN,Q2-FY25,18331.0,1,FY25,Q2
PAT (INR Crs),PSU BANK,SBIN,Q3-FY25,16891.0,2,FY25,Q3
PAT (INR Crs),PSU BANK,SBIN,Q4-FY25,18643.0,3,FY25,Q4
PAT (INR Crs),PSU BANK,SBIN,Q1-FY26,19160.0,4,FY26,Q1
PAT (INR Crs),PSU BANK,SBIN,Q2-FY26,20160.0,5,FY26,Q2
PAT (INR Crs),PSU BANK,SBIN,Q3-FY26,21028.0,6,FY26,Q3
PCR,PSU BANK,SBIN,Q1-FY25,0.7441,0,FY25,Q1
PCR,PSU BANK,SBIN,Q2-FY25,0.9221,1,FY25,Q2
PCR,PSU BANK,SBIN,Q3-FY25,0.9174,2,FY25,Q3
PCR,PSU BANK,SBIN,Q4-FY25,0.9208,3,FY25,Q4
PCR,PSU BANK,SBIN,Q1-FY26,0.9171,4,FY26,Q1
PCR,PSU BANK,SBIN,Q2-FY26,0.9229,5,FY26,Q2
PCR,PSU BANK,SBIN,Q3-FY26,0.9237,6,FY26,Q3
RoA,PSU BANK,SBIN,Q1-FY25,0.011,0,FY25,Q1
RoA,PSU BANK,SBIN,Q2-FY25,0.0117,1,FY25,Q2
RoA,PSU BANK,SBIN,Q3-FY25,0.0109,2,FY25,Q3
RoA,PSU BANK,SBIN,Q4-FY25,0.011,3,FY25,Q4
RoA,PSU BANK,SBIN,Q1-FY26,0.0114,4,FY26,Q1
RoA,PSU BANK,SBIN,Q2-FY26,0.0117,5,FY26,Q2
RoA,PSU BANK,SBIN,Q3-FY26,0.0119,6,FY26,Q3
